specimenURN	imageURN
specimenURN	ROI
urn:cite:botcar:sloane.133	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_100_0555
urn:cite:botcar:sloane.360	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_121_0535
urn:cite:botcar:sloane.360	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_121_0535@0.555,0.168,0.26,0.667
urn:cite:botcar:sloane.149	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_028_0631
urn:cite:botcar:sloane.149	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_028_0631@0.676,0.53,0.208,0.183
urn:cite:botcar:sloane.245	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_058_0600
urn:cite:botcar:sloane.274	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596
urn:cite:botcar:sloane.293	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_064_0442
urn:cite:botcar:sloane.3	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_064_0442
urn:cite:botcar:sloane.37	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_129_0528
urn:cite:botcar:sloane.19	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634
urn:cite:botcar:sloane.243	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_079_0432
urn:cite:botcar:sloane.246	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475
urn:cite:botcar:sloane.246	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475@0.759,0.11,0.208,0.805
urn:cite:botcar:sloane.386	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596
urn:cite:botcar:sloane.386	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596@0.719,0.144,0.161,0.156
urn:cite:botcar:sloane.96	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491
urn:cite:botcar:sloane.96	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491@0.326,0.0962,0.625,0.669
urn:cite:botcar:sloane.41	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_025_0488
urn:cite:botcar:sloane.337	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_116_0539
urn:cite:botcar:sloane.284	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_027_0483
urn:cite:botcar:sloane.284	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_027_0483@0.0923,0.115,0.774,0.683
urn:cite:botcar:sloane.414	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_032_0476
urn:cite:botcar:sloane.414	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_032_0476@0.173,0.686,0.713,0.273
urn:cite:botcar:sloane.343	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_034_0477
urn:cite:botcar:sloane.343	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_034_0477@0.411,0.0625,0.54,0.591
urn:cite:botcar:sloane.288	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_037_0478
urn:cite:botcar:sloane.288	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_037_0478@0.68,0.484,0.262,0.455
urn:cite:botcar:sloane.138	urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_039_0479
