imageURNList	folioURN
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_004_0652-corr	urn:cite:botcar:CatesbyHS232.004
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_005_0647	urn:cite:botcar:CatesbyHS232.005
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_005_0647-corr	urn:cite:botcar:CatesbyHS232.005
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_006_0648	urn:cite:botcar:CatesbyHS232.006
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_006_0648-corr	urn:cite:botcar:CatesbyHS232.006
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_007_0649	urn:cite:botcar:CatesbyHS232.007
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_007_0649-corr	urn:cite:botcar:CatesbyHS232.007
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_008_0650	urn:cite:botcar:CatesbyHS232.008
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_008_0650-corr	urn:cite:botcar:CatesbyHS232.008
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_009_0651	urn:cite:botcar:CatesbyHS232.009
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_009_0651-corr	urn:cite:botcar:CatesbyHS232.009
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_010_0646	urn:cite:botcar:CatesbyHS232.010
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_010_0646-corr	urn:cite:botcar:CatesbyHS232.010
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_011_0638	urn:cite:botcar:CatesbyHS232.011
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_011_0638-corr	urn:cite:botcar:CatesbyHS232.011
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_012_0637	urn:cite:botcar:CatesbyHS232.012
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_012_0637-corr	urn:cite:botcar:CatesbyHS232.012
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_013_0643	urn:cite:botcar:CatesbyHS232.013
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_013_0643-corr	urn:cite:botcar:CatesbyHS232.013
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_014_0642	urn:cite:botcar:CatesbyHS232.014
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_014_0642-corr	urn:cite:botcar:CatesbyHS232.014
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_015_0514	urn:cite:botcar:CatesbyHS232.015
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_015_0514-corr	urn:cite:botcar:CatesbyHS232.015
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_016_0636	urn:cite:botcar:CatesbyHS232.016
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_016_0636-corr	urn:cite:botcar:CatesbyHS232.016
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_017_0635	urn:cite:botcar:CatesbyHS232.017
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_017_0635-corr	urn:cite:botcar:CatesbyHS232.017
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_018_0641	urn:cite:botcar:CatesbyHS232.018
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_018_0641-corr	urn:cite:botcar:CatesbyHS232.018
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_019_0640	urn:cite:botcar:CatesbyHS232.019
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_019_0640-corr	urn:cite:botcar:CatesbyHS232.019
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_020_0639	urn:cite:botcar:CatesbyHS232.020
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_020_0639-corr	urn:cite:botcar:CatesbyHS232.020
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_021_0645	urn:cite:botcar:CatesbyHS232.021
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_021_0645-corr	urn:cite:botcar:CatesbyHS232.021
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_022_0644	urn:cite:botcar:CatesbyHS232.022
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_022_0644-corr	urn:cite:botcar:CatesbyHS232.022
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_023_0627	urn:cite:botcar:CatesbyHS232.023
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_023_0627-corr	urn:cite:botcar:CatesbyHS232.023
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_024_0626	urn:cite:botcar:CatesbyHS232.024
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_024_0626-corr	urn:cite:botcar:CatesbyHS232.024
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_025_0625	urn:cite:botcar:CatesbyHS232.025
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_025_0625-corr	urn:cite:botcar:CatesbyHS232.025
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_026_0633	urn:cite:botcar:CatesbyHS232.026
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_026_0633-corr	urn:cite:botcar:CatesbyHS232.026
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_027_0632	urn:cite:botcar:CatesbyHS232.027
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_027_0632-corr	urn:cite:botcar:CatesbyHS232.027
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_028_0631	urn:cite:botcar:CatesbyHS232.028
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_028_0631-corr	urn:cite:botcar:CatesbyHS232.028
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_029_0624	urn:cite:botcar:CatesbyHS232.029
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_029_0624-corr	urn:cite:botcar:CatesbyHS232.029
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623	urn:cite:botcar:CatesbyHS232.030
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623-corr	urn:cite:botcar:CatesbyHS232.030
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_031_0630	urn:cite:botcar:CatesbyHS232.031
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_031_0630-corr	urn:cite:botcar:CatesbyHS232.031
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629	urn:cite:botcar:CatesbyHS232.032
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629-corr	urn:cite:botcar:CatesbyHS232.032
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_033_0628	urn:cite:botcar:CatesbyHS232.033
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_033_0628-corr	urn:cite:botcar:CatesbyHS232.033
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634	urn:cite:botcar:CatesbyHS232.034
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634-corr	urn:cite:botcar:CatesbyHS232.034
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620	urn:cite:botcar:CatesbyHS232.035
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620-corr	urn:cite:botcar:CatesbyHS232.035
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_036_0622	urn:cite:botcar:CatesbyHS232.036
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_036_0622-corr	urn:cite:botcar:CatesbyHS232.036
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_037_0618	urn:cite:botcar:CatesbyHS232.037
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_037_0618-corr	urn:cite:botcar:CatesbyHS232.037
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_038_0614	urn:cite:botcar:CatesbyHS232.038
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_038_0614-corr	urn:cite:botcar:CatesbyHS232.038
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_039_0616	urn:cite:botcar:CatesbyHS232.039
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_039_0616-corr	urn:cite:botcar:CatesbyHS232.039
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_040_0621	urn:cite:botcar:CatesbyHS232.040
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_040_0621-corr	urn:cite:botcar:CatesbyHS232.040
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617	urn:cite:botcar:CatesbyHS232.041
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617-corr	urn:cite:botcar:CatesbyHS232.041
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_042_0619	urn:cite:botcar:CatesbyHS232.042
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_042_0619-corr	urn:cite:botcar:CatesbyHS232.042
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615	urn:cite:botcar:CatesbyHS232.043
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615-corr	urn:cite:botcar:CatesbyHS232.043
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_044_0610	urn:cite:botcar:CatesbyHS232.044
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_044_0610-corr	urn:cite:botcar:CatesbyHS232.044
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_045_0611	urn:cite:botcar:CatesbyHS232.045
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_045_0611-corr	urn:cite:botcar:CatesbyHS232.045
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_046_0612	urn:cite:botcar:CatesbyHS232.046
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_046_0612-corr	urn:cite:botcar:CatesbyHS232.046
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_047_0613	urn:cite:botcar:CatesbyHS232.047
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_047_0613-corr	urn:cite:botcar:CatesbyHS232.047
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_048_0608	urn:cite:botcar:CatesbyHS232.048
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_048_0608-corr	urn:cite:botcar:CatesbyHS232.048
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_049_0609	urn:cite:botcar:CatesbyHS232.049
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_049_0609-corr	urn:cite:botcar:CatesbyHS232.049
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605	urn:cite:botcar:CatesbyHS232.050
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605-corr	urn:cite:botcar:CatesbyHS232.050
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_051_0606	urn:cite:botcar:CatesbyHS232.051
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_051_0606-corr	urn:cite:botcar:CatesbyHS232.051
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604	urn:cite:botcar:CatesbyHS232.052
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604-corr	urn:cite:botcar:CatesbyHS232.052
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607	urn:cite:botcar:CatesbyHS232.053
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607-corr	urn:cite:botcar:CatesbyHS232.053
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_054_0603	urn:cite:botcar:CatesbyHS232.054
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_054_0603-corr	urn:cite:botcar:CatesbyHS232.054
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_055_0601	urn:cite:botcar:CatesbyHS232.055
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_055_0601-corr	urn:cite:botcar:CatesbyHS232.055
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602	urn:cite:botcar:CatesbyHS232.056
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602-corr	urn:cite:botcar:CatesbyHS232.056
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_057_0599	urn:cite:botcar:CatesbyHS232.057
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_057_0599-corr	urn:cite:botcar:CatesbyHS232.057
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_058_0600	urn:cite:botcar:CatesbyHS232.058
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_058_0600-corr	urn:cite:botcar:CatesbyHS232.058
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598	urn:cite:botcar:CatesbyHS232.059
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598-corr	urn:cite:botcar:CatesbyHS232.059
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_060_0597	urn:cite:botcar:CatesbyHS232.060
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_060_0597-corr	urn:cite:botcar:CatesbyHS232.060
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596	urn:cite:botcar:CatesbyHS232.061
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596-corr	urn:cite:botcar:CatesbyHS232.061
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_062_0595	urn:cite:botcar:CatesbyHS232.062
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_062_0595-corr	urn:cite:botcar:CatesbyHS232.062
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_063_0593	urn:cite:botcar:CatesbyHS232.063
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_063_0593-corr	urn:cite:botcar:CatesbyHS232.063
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_064_0594	urn:cite:botcar:CatesbyHS232.064
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_064_0594-corr	urn:cite:botcar:CatesbyHS232.064
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_065_0592	urn:cite:botcar:CatesbyHS232.065
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_065_0592-corr	urn:cite:botcar:CatesbyHS232.065
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_066_0590	urn:cite:botcar:CatesbyHS232.066
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_066_0590-corr	urn:cite:botcar:CatesbyHS232.066
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_067_0591	urn:cite:botcar:CatesbyHS232.067
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_067_0591-corr	urn:cite:botcar:CatesbyHS232.067
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589	urn:cite:botcar:CatesbyHS232.068
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589-corr	urn:cite:botcar:CatesbyHS232.068
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_069_0588	urn:cite:botcar:CatesbyHS232.069
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_069_0588-corr	urn:cite:botcar:CatesbyHS232.069
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_070_0586	urn:cite:botcar:CatesbyHS232.070
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_070_0586-corr	urn:cite:botcar:CatesbyHS232.070
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_071_0587	urn:cite:botcar:CatesbyHS232.071
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_071_0587-corr	urn:cite:botcar:CatesbyHS232.071
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_072_0584	urn:cite:botcar:CatesbyHS232.072
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_072_0584-corr	urn:cite:botcar:CatesbyHS232.072
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_073_0585	urn:cite:botcar:CatesbyHS232.073
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_073_0585-corr	urn:cite:botcar:CatesbyHS232.073
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_074_0580	urn:cite:botcar:CatesbyHS232.074
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_074_0580-corr	urn:cite:botcar:CatesbyHS232.074
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_075_0581	urn:cite:botcar:CatesbyHS232.075
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_075_0581-corr	urn:cite:botcar:CatesbyHS232.075
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_076_0583	urn:cite:botcar:CatesbyHS232.076
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_076_0583-corr	urn:cite:botcar:CatesbyHS232.076
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_077_0582	urn:cite:botcar:CatesbyHS232.077
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_077_0582-corr	urn:cite:botcar:CatesbyHS232.077
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576	urn:cite:botcar:CatesbyHS232.078
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576-corr	urn:cite:botcar:CatesbyHS232.078
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_079_0573	urn:cite:botcar:CatesbyHS232.079
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_079_0573-corr	urn:cite:botcar:CatesbyHS232.079
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_080_0577	urn:cite:botcar:CatesbyHS232.080
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_080_0577-corr	urn:cite:botcar:CatesbyHS232.080
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_081_0579	urn:cite:botcar:CatesbyHS232.081
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_081_0579-corr	urn:cite:botcar:CatesbyHS232.081
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_082_0575	urn:cite:botcar:CatesbyHS232.082
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_082_0575-corr	urn:cite:botcar:CatesbyHS232.082
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_083_0572	urn:cite:botcar:CatesbyHS232.083
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_083_0572-corr	urn:cite:botcar:CatesbyHS232.083
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_084_0574	urn:cite:botcar:CatesbyHS232.084
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_084_0574-corr	urn:cite:botcar:CatesbyHS232.084
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_085_0578	urn:cite:botcar:CatesbyHS232.085
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_085_0578-corr	urn:cite:botcar:CatesbyHS232.085
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564	urn:cite:botcar:CatesbyHS232.086
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564-corr	urn:cite:botcar:CatesbyHS232.086
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_087_0569	urn:cite:botcar:CatesbyHS232.087
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_087_0569-corr	urn:cite:botcar:CatesbyHS232.087
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566	urn:cite:botcar:CatesbyHS232.088
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566-corr	urn:cite:botcar:CatesbyHS232.088
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_089_0568	urn:cite:botcar:CatesbyHS232.089
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_089_0568-corr	urn:cite:botcar:CatesbyHS232.089
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_090_0571	urn:cite:botcar:CatesbyHS232.090
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_090_0571-corr	urn:cite:botcar:CatesbyHS232.090
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_091_0565	urn:cite:botcar:CatesbyHS232.091
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_091_0565-corr	urn:cite:botcar:CatesbyHS232.091
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_092_0570	urn:cite:botcar:CatesbyHS232.092
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_092_0570-corr	urn:cite:botcar:CatesbyHS232.092
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567	urn:cite:botcar:CatesbyHS232.093
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567-corr	urn:cite:botcar:CatesbyHS232.093
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_094_0560	urn:cite:botcar:CatesbyHS232.094
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_094_0560-corr	urn:cite:botcar:CatesbyHS232.094
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_095_0561	urn:cite:botcar:CatesbyHS232.095
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_095_0561-corr	urn:cite:botcar:CatesbyHS232.095
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562	urn:cite:botcar:CatesbyHS232.096
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562-corr	urn:cite:botcar:CatesbyHS232.096
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_097_0563	urn:cite:botcar:CatesbyHS232.097
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_097_0563-corr	urn:cite:botcar:CatesbyHS232.097
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558	urn:cite:botcar:CatesbyHS232.098
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558-corr	urn:cite:botcar:CatesbyHS232.098
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_099_0554	urn:cite:botcar:CatesbyHS232.099
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_099_0559	urn:cite:botcar:CatesbyHS232.099
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_099_0554-corr	urn:cite:botcar:CatesbyHS232.099
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_099_0559-corr	urn:cite:botcar:CatesbyHS232.099
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_100_0555	urn:cite:botcar:CatesbyHS232.100
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_100_0555-corr	urn:cite:botcar:CatesbyHS232.100
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_101_0553	urn:cite:botcar:CatesbyHS232.101
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_101_0553-corr	urn:cite:botcar:CatesbyHS232.101
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_102_0556	urn:cite:botcar:CatesbyHS232.102
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_102_0556-corr	urn:cite:botcar:CatesbyHS232.102
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552	urn:cite:botcar:CatesbyHS232.103
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552-corr	urn:cite:botcar:CatesbyHS232.103
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557	urn:cite:botcar:CatesbyHS232.104
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557-corr	urn:cite:botcar:CatesbyHS232.104
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548	urn:cite:botcar:CatesbyHS232.105
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548-corr	urn:cite:botcar:CatesbyHS232.105
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_106_0546	urn:cite:botcar:CatesbyHS232.106
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_106_0546-corr	urn:cite:botcar:CatesbyHS232.106
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_107_0547	urn:cite:botcar:CatesbyHS232.107
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_107_0547-corr	urn:cite:botcar:CatesbyHS232.107
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_108_0549	urn:cite:botcar:CatesbyHS232.108
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_108_0549-corr	urn:cite:botcar:CatesbyHS232.108
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_109_0550	urn:cite:botcar:CatesbyHS232.109
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_109_0550-corr	urn:cite:botcar:CatesbyHS232.109
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_110_0551	urn:cite:botcar:CatesbyHS232.110
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_110_0551-corr	urn:cite:botcar:CatesbyHS232.110
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_111_0542	urn:cite:botcar:CatesbyHS232.111
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_111_0542-corr	urn:cite:botcar:CatesbyHS232.111
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_112_0543	urn:cite:botcar:CatesbyHS232.112
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_112_0543-corr	urn:cite:botcar:CatesbyHS232.112
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_113_0544	urn:cite:botcar:CatesbyHS232.113
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_113_0544-corr	urn:cite:botcar:CatesbyHS232.113
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_114_0545	urn:cite:botcar:CatesbyHS232.114
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_114_0545-corr	urn:cite:botcar:CatesbyHS232.114
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_115_0541	urn:cite:botcar:CatesbyHS232.115
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_115_0541-corr	urn:cite:botcar:CatesbyHS232.115
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_116_0539	urn:cite:botcar:CatesbyHS232.116
urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_116_0539-corr	urn:cite:botcar:CatesbyHS232.116
