URN,caption,rights
urn:cite:fufolioimg:michauxParis.michx_02_30,"André Michaux Specimen 02 30, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_31,"André Michaux Specimen 02 31, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_32,"André Michaux Specimen 02 32, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_33,"André Michaux Specimen 02 33, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_35,"André Michaux Specimen 02 35, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_36,"André Michaux Specimen 02 36, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_37,"André Michaux Specimen 02 37, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_38,"André Michaux Specimen 02 38, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_39,"André Michaux Specimen 02 39, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_39a,"André Michaux Specimen 02 39a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_40,"André Michaux Specimen 02 40, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_41,"André Michaux Specimen 02 41, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_42,"André Michaux Specimen 02 42, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_43,"André Michaux Specimen 02 43, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_44,"André Michaux Specimen 02 44, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_45,"André Michaux Specimen 02 45, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_46,"André Michaux Specimen 02 46, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02_47,"André Michaux Specimen 02 47, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_1,"André Michaux Specimen 02b 1, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_10,"André Michaux Specimen 02b 10, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_11,"André Michaux Specimen 02b 11, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_12,"André Michaux Specimen 02b 12, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_13,"André Michaux Specimen 02b 13, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_14,"André Michaux Specimen 02b 14, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_15,"André Michaux Specimen 02b 15, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_16,"André Michaux Specimen 02b 16, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_17,"André Michaux Specimen 02b 17, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_18,"André Michaux Specimen 02b 18, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_19,"André Michaux Specimen 02b 19, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_2,"André Michaux Specimen 02b 2, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_20,"André Michaux Specimen 02b 20, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_21,"André Michaux Specimen 02b 21, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_22,"André Michaux Specimen 02b 22, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_23,"André Michaux Specimen 02b 23, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_24,"André Michaux Specimen 02b 24, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_25,"André Michaux Specimen 02b 25, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_26,"André Michaux Specimen 02b 26, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_27,"André Michaux Specimen 02b 27, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_27a,"André Michaux Specimen 02b 27a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_28,"André Michaux Specimen 02b 28, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_29,"André Michaux Specimen 02b 29, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_3,"André Michaux Specimen 02b 3, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_30,"André Michaux Specimen 02b 30, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_31,"André Michaux Specimen 02b 31, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_32,"André Michaux Specimen 02b 32, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_33,"André Michaux Specimen 02b 33, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_34,"André Michaux Specimen 02b 34, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_35,"André Michaux Specimen 02b 35, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_36,"André Michaux Specimen 02b 36, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_37,"André Michaux Specimen 02b 37, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_38,"André Michaux Specimen 02b 38, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_39,"André Michaux Specimen 02b 39, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_4,"André Michaux Specimen 02b 4, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_40,"André Michaux Specimen 02b 40, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_41,"André Michaux Specimen 02b 41, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_42,"André Michaux Specimen 02b 42, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_43,"André Michaux Specimen 02b 43, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_44,"André Michaux Specimen 02b 44, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_45,"André Michaux Specimen 02b 45, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_46,"André Michaux Specimen 02b 46, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_47,"André Michaux Specimen 02b 47, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_47b,"André Michaux Specimen 02b 47b, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_47c,"André Michaux Specimen 02b 47c, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_47d,"André Michaux Specimen 02b 47d, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_48,"André Michaux Specimen 02b 48, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_49,"André Michaux Specimen 02b 49, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_5,"André Michaux Specimen 02b 5, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_50,"André Michaux Specimen 02b 50, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_51,"André Michaux Specimen 02b 51, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_51a,"André Michaux Specimen 02b 51a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_6,"André Michaux Specimen 02b 6, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_7,"André Michaux Specimen 02b 7, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_8,"André Michaux Specimen 02b 8, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_9,"André Michaux Specimen 02b 9, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_02b_cover,"André Michaux Specimen 02b cover, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_01,"André Michaux Specimen 03 01, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_02,"André Michaux Specimen 03 02, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_03,"André Michaux Specimen 03 03, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_04,"André Michaux Specimen 03 04, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_05,"André Michaux Specimen 03 05, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_06,"André Michaux Specimen 03 06, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_07,"André Michaux Specimen 03 07, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_08,"André Michaux Specimen 03 08, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_09,"André Michaux Specimen 03 09, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_10,"André Michaux Specimen 03 10, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_11,"André Michaux Specimen 03 11, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_12,"André Michaux Specimen 03 12, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_13,"André Michaux Specimen 03 13, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_14,"André Michaux Specimen 03 14, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_15,"André Michaux Specimen 03 15, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_16,"André Michaux Specimen 03 16, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_17,"André Michaux Specimen 03 17, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_18,"André Michaux Specimen 03 18, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_19,"André Michaux Specimen 03 19, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_20,"André Michaux Specimen 03 20, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_21,"André Michaux Specimen 03 21, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_22,"André Michaux Specimen 03 22, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_22a,"André Michaux Specimen 03 22a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_23,"André Michaux Specimen 03 23, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_24,"André Michaux Specimen 03 24, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_25,"André Michaux Specimen 03 25, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_26,"André Michaux Specimen 03 26, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_03_27,"André Michaux Specimen 03 27, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
