speciesURN,scientificNameText,scientificNameFormatted,label,ipniID
urn:cite:botcar:species.Platanusoccidentalis,Platanus occidentalis L.,Platanus occidentalis L.,Platanus occidentalis L.,"**Platanus occidentalis L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Plucheafoetida,Pluchea foetida (L.) A.P. de Candolle,Pluchea foetida (L.) A.P. de Candolle,Pluchea foetida (L.) A.P. de Candolle,"**Pluchea foetida (L.) A.P. de Candolle**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Podophyllumpeltatum,Podophyllum peltatum L.,Podophyllum peltatum L.,Podophyllum peltatum L.,"**Podophyllum peltatum L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Podostemumceratophyllum,Podostemum ceratophyllum Michx.,Podostemum ceratophyllum Michx.,Podostemum ceratophyllum Michx.,"**Podostemum ceratophyllum Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalacruciata,Polygala cruciata L.,Polygala cruciata L.,Polygala cruciata L.,"**Polygala cruciata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalagrandiflora,Polygala grandiflora Walter,Polygala grandiflora Walter,Polygala grandiflora Walter,"**Polygala grandiflora Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalalutea,Polygala lutea L.,Polygala lutea L.,Polygala lutea L.,"**Polygala lutea L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalamariana,Polygala mariana P. Miller,Polygala mariana P. Miller,Polygala mariana P. Miller,"**Polygala mariana P. Miller**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalapolygama,Polygala polygama Walter,Polygala polygama Walter,Polygala polygama Walter,"**Polygala polygama Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygalaramosa,Polygala ramosa Elliott,Polygala ramosa Elliott,Polygala ramosa Elliott,"**Polygala ramosa Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polygonatumbiflorum,Polygonatum biflorum (Walter) Elliott,Polygonatum biflorum (Walter) Elliott,Polygonatum biflorum (Walter) Elliott,"**Polygonatum biflorum (Walter) Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polypremumprocumbens,Polypremum procumbens L.,Polypremum procumbens L.,Polypremum procumbens L.,"**Polypremum procumbens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polystichumacrostichoides,Polystichum acrostichoides (Michaux) Schott,Polystichum acrostichoides (Michaux) Schott,Polystichum acrostichoides (Michaux) Schott,"**Polystichum acrostichoides (Michaux) Schott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Polytrichumcommune,Polytrichum commune Hedw.,Polytrichum commune Hedw.,Polytrichum commune Hedw.,"**Polytrichum commune Hedw.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pontederiacordata,Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey,Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey,Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey,"**Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Populusdeltoides,Populus deltoides Bartram ex Marsh.,Populus deltoides Bartram ex Marsh.,Populus deltoides Bartram ex Marsh.,"**Populus deltoides Bartram ex Marsh.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Populusheterophylla,Populus heterophylla L.,Populus heterophylla L.,Populus heterophylla L.,"**Populus heterophylla L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Prenanthesautumnalis,Prenanthes autumnalis Walter,Prenanthes autumnalis Walter,Prenanthes autumnalis Walter,"**Prenanthes autumnalis Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Prenanthesserpentaria,Prenanthes serpentaria Pursh,Prenanthes serpentaria Pursh,Prenanthes serpentaria Pursh,"**Prenanthes serpentaria Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Prunellavulgaris,Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald,Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald,Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald,"**Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Prunuscaroliniana,Prunus caroliniana Aiton,Prunus caroliniana Aiton,Prunus caroliniana Aiton,"**Prunus caroliniana Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Prunusumbellata,Prunus umbellata Elliott,Prunus umbellata Elliott,Prunus umbellata Elliott,"**Prunus umbellata Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pseudognaphaliumobtusifolium,Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt,"**Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pteleatrifoliata,Ptelea trifoliata L.,Ptelea trifoliata L.,Ptelea trifoliata L.,"**Ptelea trifoliata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ptilimniumcapillaceum,Ptilimnium capillaceum (Michaux) Rafinesque,Ptilimnium capillaceum (Michaux) Rafinesque,Ptilimnium capillaceum (Michaux) Rafinesque,"**Ptilimnium capillaceum (Michaux) Rafinesque**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pycnanthemumflexuosum,"Pycnanthemum flexuosum (Walter) Britton, Sterns & Poggenb.","Pycnanthemum flexuosum (Walter) Britton, Sterns & Poggenb.","Pycnanthemum flexuosum (Walter) Britton, Sterns & Poggenb.","**Pycnanthemum flexuosum (Walter) Britton, Sterns & Poggenb."**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Pycnanthemumpycnanthemoides,Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides,Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides,Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides,"**Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusalba,Quercus alba L.,Quercus alba L.,Quercus alba L.,"**Quercus alba L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusincana,Quercus incana Bartram,Quercus incana Bartram,Quercus incana Bartram,"**Quercus incana Bartram**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercuslaevis,Quercus laevis Walter,Quercus laevis Walter,Quercus laevis Walter,"**Quercus laevis Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusmarilandica,Quercus marilandica Muenchh.,Quercus marilandica Muenchh.,Quercus marilandica Muenchh.,"**Quercus marilandica Muenchh.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusmichauxii,Quercus michauxii Nutt.,Quercus michauxii Nutt.,Quercus michauxii Nutt.,"**Quercus michauxii Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusnigra,Quercus nigra L.,Quercus nigra L.,Quercus nigra L.,"**Quercus nigra L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusphellos,Quercus phellos L.,Quercus phellos L.,Quercus phellos L.,"**Quercus phellos L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Quercusvirginiana,Quercus virginiana Mill.,Quercus virginiana Mill.,Quercus virginiana Mill.,"**Quercus virginiana Mill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhexiaalifanus,Rhexia alifanus Walter,Rhexia alifanus Walter,Rhexia alifanus Walter,"**Rhexia alifanus Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhexiavirginica,Rhexia virginica L.,Rhexia virginica L.,Rhexia virginica L.,"**Rhexia virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhynchosiatomentosa,Rhynchosia tomentosa (Linnaeus) Hooker & Arnott,Rhynchosia tomentosa (Linnaeus) Hooker & Arnott,Rhynchosia tomentosa (Linnaeus) Hooker & Arnott,"**Rhynchosia tomentosa (Linnaeus) Hooker & Arnott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhynchosporacolorata,Rhynchospora colorata (L.) H. Pfeiffer,Rhynchospora colorata (L.) H. Pfeiffer,Rhynchospora colorata (L.) H. Pfeiffer,"**Rhynchospora colorata (L.) H. Pfeiffer**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhynchosporafascicularis,Rhynchospora fascicularis (Michaux) Vahl,Rhynchospora fascicularis (Michaux) Vahl,Rhynchospora fascicularis (Michaux) Vahl,"**Rhynchospora fascicularis (Michaux) Vahl**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rhynchosporaglomerata,Rhynchospora glomerata (L.) Vahl,Rhynchospora glomerata (L.) Vahl,Rhynchospora glomerata (L.) Vahl,"**Rhynchospora glomerata (L.) Vahl**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rubuspensilvanicus,Rubus pensilvanicus Poiret,Rubus pensilvanicus Poiret,Rubus pensilvanicus Poiret,"**Rubus pensilvanicus Poiret**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Rudbeckiahirta,Rudbeckia hirta L.,Rudbeckia hirta L.,Rudbeckia hirta L.,"**Rudbeckia hirta L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sabatiaangularis,Sabatia angularis (L.) Pursh,Sabatia angularis (L.) Pursh,Sabatia angularis (L.) Pursh,"**Sabatia angularis (L.) Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sabatiadifformis,Sabatia difformis (Linnaeus) Druce,Sabatia difformis (Linnaeus) Druce,Sabatia difformis (Linnaeus) Druce,"**Sabatia difformis (Linnaeus) Druce**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sabatiastellaris,Sabatia stellaris Pursh,Sabatia stellaris Pursh,Sabatia stellaris Pursh,"**Sabatia stellaris Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Saccharumgiganteum,Saccharum giganteum (Walter) Pers.,Saccharum giganteum (Walter) Pers.,Saccharum giganteum (Walter) Pers.,"**Saccharum giganteum (Walter) Pers.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Salvialyrata,Salvia lyrata L.,Salvia lyrata L.,Salvia lyrata L.,"**Salvia lyrata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sarraceniaminor,Sarracenia minor Walter,Sarracenia minor Walter,Sarracenia minor Walter,"**Sarracenia minor Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sarraceniarubra,Sarracenia rubra Walter,Sarracenia rubra Walter,Sarracenia rubra Walter,"**Sarracenia rubra Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Saururuscernuus,Saururus cernuus L.,Saururus cernuus L.,Saururus cernuus L.,"**Saururus cernuus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Scirpuscyperinus,Scirpus cyperinus (L.) Kunth,Scirpus cyperinus (L.) Kunth,Scirpus cyperinus (L.) Kunth,"**Scirpus cyperinus (L.) Kunth**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Scutellariaelliptica,Scutellaria elliptica Muhl. ex Spreng.,Scutellaria elliptica Muhl. ex Spreng.,Scutellaria elliptica Muhl. ex Spreng.,"**Scutellaria elliptica Muhl. ex Spreng.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Selaginellaapoda,Selaginella apoda (L.) Spring,Selaginella apoda (L.) Spring,Selaginella apoda (L.) Spring,"**Selaginella apoda (L.) Spring**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sennaoccidentalis,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,"**Senna occidentalis (L.) Link**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sericocarpusasteroides,Sericocarpus asteroides (L.) BSP,Sericocarpus asteroides (L.) BSP,Sericocarpus asteroides (L.) BSP,"**Sericocarpus asteroides (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sericocarpustortifolius,Sericocarpus tortifolius (Michx.) Nees,Sericocarpus tortifolius (Michx.) Nees,Sericocarpus tortifolius (Michx.) Nees,"**Sericocarpus tortifolius (Michx.) Nees**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Setariamagna,Setaria magna Griseb.,Setaria magna Griseb.,Setaria magna Griseb.,"**Setaria magna Griseb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Setariaparviflora,Setaria parviflora (Poir.) Kergu_len,Setaria parviflora (Poir.) Kergu_len,Setaria parviflora (Poir.) Kergu_len,"**Setaria parviflora (Poir.) Kergu_len**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Seymeriacassioides,Seymeria cassioides (J.F. Gmel.) S.F. Blake,Seymeria cassioides (J.F. Gmel.) S.F. Blake,Seymeria cassioides (J.F. Gmel.) S.F. Blake,"**Seymeria cassioides (J.F. Gmel.) S.F. Blake**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Seymeriapectinata,Seymeria pectinata Pursh,Seymeria pectinata Pursh,Seymeria pectinata Pursh,"**Seymeria pectinata Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sidarhombifolia,Sida rhombifolia L.,Sida rhombifolia L.,Sida rhombifolia L.,"**Sida rhombifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Silenevirginica,Silene virginica L.,Silene virginica L.,Silene virginica L.,"**Silene virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Silphiumasteriscus,Silphium asteriscus L.,Silphium asteriscus L.,Silphium asteriscus L.,"**Silphium asteriscus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Smallanthusuvedalius,Smallanthus uvedalius (Linnaeus) Mackenzie ex Small,Smallanthus uvedalius (Linnaeus) Mackenzie ex Small,Smallanthus uvedalius (Linnaeus) Mackenzie ex Small,"**Smallanthus uvedalius (Linnaeus) Mackenzie ex Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Smilaxauriculata,Smilax auriculata Walter,Smilax auriculata Walter,Smilax auriculata Walter,"**Smilax auriculata Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Smilaxpumila,Smilax pumila Walter,Smilax pumila Walter,Smilax pumila Walter,"**Smilax pumila Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Solidagofistulosa,Solidago fistulosa Mill.,Solidago fistulosa Mill.,Solidago fistulosa Mill.,"**Solidago fistulosa Mill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Solidagoodora,Solidago odora Aiton,Solidago odora Aiton,Solidago odora Aiton,"**Solidago odora Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Solidagopetiolaris,Solidago petiolaris Aiton var. petiolaris,Solidago petiolaris Aiton var. petiolaris,Solidago petiolaris Aiton var. petiolaris,"**Solidago petiolaris Aiton var. petiolaris**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Solidagosempervirens,Solidago sempervirens L.,Solidago sempervirens L.,Solidago sempervirens L.,"**Solidago sempervirens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Spigeliamarilandica,Spigelia marilandica (L.) L.,Spigelia marilandica (L.) L.,Spigelia marilandica (L.) L.,"**Spigelia marilandica (L.) L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Sporobolusindicus,Sporobolus indicus (L.) R. Br.,Sporobolus indicus (L.) R. Br.,Sporobolus indicus (L.) R. Br.,"**Sporobolus indicus (L.) R. Br.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Stachysindet,Stachys indet.,Stachys indet.,Stachys indet.,"**Stachys indet.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Stillingiasylvatica,Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica,Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica,Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica,"**Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Styraxamericanus,Styrax americanus Lam.,Styrax americanus Lam.,Styrax americanus Lam.,"**Styrax americanus Lam.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Symphyotrichumconcolor,Symphyotrichum concolor (L.) G.L. Nesom,Symphyotrichum concolor (L.) G.L. Nesom,Symphyotrichum concolor (L.) G.L. Nesom,"**Symphyotrichum concolor (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Symphyotrichumdumosum,Symphyotrichum dumosum (L.) G.L. Nesom,Symphyotrichum dumosum (L.) G.L. Nesom,Symphyotrichum dumosum (L.) G.L. Nesom,"**Symphyotrichum dumosum (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Taxodiumascendens,Taxodium ascendens Brongn.,Taxodium ascendens Brongn.,Taxodium ascendens Brongn.,"**Taxodium ascendens Brongn.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Taxodiumdistichum,Taxodium distichum (L.) Rich.,Taxodium distichum (L.) Rich.,Taxodium distichum (L.) Rich.,"**Taxodium distichum (L.) Rich.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Tephrosiaspicata,Tephrosia spicata (Walter) Torrey & A. Gray,Tephrosia spicata (Walter) Torrey & A. Gray,Tephrosia spicata (Walter) Torrey & A. Gray,"**Tephrosia spicata (Walter) Torrey & A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Tephrosiavirginiana,Tephrosia virginiana (L.) Pers.,Tephrosia virginiana (L.) Pers.,Tephrosia virginiana (L.) Pers.,"**Tephrosia virginiana (L.) Pers.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Teucriumcanadense,Teucrium canadense L.,Teucrium canadense L.,Teucrium canadense L.,"**Teucrium canadense L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Thalictrumrevolutum,Thalictrum revolutum DC,Thalictrum revolutum DC,Thalictrum revolutum DC,"**Thalictrum revolutum DC**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Thaspiumbarbinode,Thaspium barbinode (Michx.) Nutt.,Thaspium barbinode (Michx.) Nutt.,Thaspium barbinode (Michx.) Nutt.,"**Thaspium barbinode (Michx.) Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Thaspiumtrifoliatum,Thaspium trifoliatum (L.) A. Gray var. trifoliatum,Thaspium trifoliatum (L.) A. Gray var. trifoliatum,Thaspium trifoliatum (L.) A. Gray var. trifoliatum,"**Thaspium trifoliatum (L.) A. Gray var. trifoliatum**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Tiliaamericana,Tilia americana L. var. heterophylla (Vent.) Louden,Tilia americana L. var. heterophylla (Vent.) Louden,Tilia americana L. var. heterophylla (Vent.) Louden,"**Tilia americana L. var. heterophylla (Vent.) Louden**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Toxicodendronradicans,Toxicodendron radicans (L.) Kuntze,Toxicodendron radicans (L.) Kuntze,Toxicodendron radicans (L.) Kuntze,"**Toxicodendron radicans (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Toxicodendronvernix,Toxicodendron vernix (L.) Kuntze,Toxicodendron vernix (L.) Kuntze,Toxicodendron vernix (L.) Kuntze,"**Toxicodendron vernix (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Tragiaurticifolia,Tragia urticifolia Michx.,Tragia urticifolia Michx.,Tragia urticifolia Michx.,"**Tragia urticifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Trautvetteriacaroliniensis,Trautvetteria caroliniensis (Walter) Vail,Trautvetteria caroliniensis (Walter) Vail,Trautvetteria caroliniensis (Walter) Vail,"**Trautvetteria caroliniensis (Walter) Vail**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Triantharacemosa,Triantha racemosa (Walter) Small,Triantha racemosa (Walter) Small,Triantha racemosa (Walter) Small,"**Triantha racemosa (Walter) Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Trichostemadichotomum,Trichostema dichotomum L.,Trichostema dichotomum L.,Trichostema dichotomum L.,"**Trichostema dichotomum L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Trilisapaniculata,Trilisa paniculata (J.F. Gmelin) Cassini,Trilisa paniculata (J.F. Gmelin) Cassini,Trilisa paniculata (J.F. Gmelin) Cassini,"**Trilisa paniculata (J.F. Gmelin) Cassini**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Trilliumcatesbaei,Trillium catesbaei Elliott,Trillium catesbaei Elliott,Trillium catesbaei Elliott,"**Trillium catesbaei Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Trilliummaculatum,Trillium maculatum Raf.,Trillium maculatum Raf.,Trillium maculatum Raf.,"**Trillium maculatum Raf.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Triodanisperfoliata,Triodanis perfoliata (L.) Nieuwl.,Triodanis perfoliata (L.) Nieuwl.,Triodanis perfoliata (L.) Nieuwl.,"**Triodanis perfoliata (L.) Nieuwl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Ulmusrubra,Ulmus rubra Muhl.,Ulmus rubra Muhl.,Ulmus rubra Muhl.,"**Ulmus rubra Muhl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Uniolapaniculata,Uniola paniculata L.,Uniola paniculata L.,Uniola paniculata L.,"**Uniola paniculata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Vacciniumstamineum,Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward,Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward,Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward,"**Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Vernoniaacaulis,Vernonia acaulis (Walter) Gleason,Vernonia acaulis (Walter) Gleason,Vernonia acaulis (Walter) Gleason,"**Vernonia acaulis (Walter) Gleason**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Vernoniaangustifolia,Vernonia angustifolia Michx.,Vernonia angustifolia Michx.,Vernonia angustifolia Michx.,"**Vernonia angustifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Vernoniagigantea,Vernonia gigantea (Walter) Trelease,Vernonia gigantea (Walter) Trelease,Vernonia gigantea (Walter) Trelease,"**Vernonia gigantea (Walter) Trelease**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
urn:cite:botcar:species.Violalanceolata,Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom,Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom,Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom,"**Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.","to be added"
