"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_011_0930","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 011","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_012_0936","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 012","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_013_0935","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 013","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_014_0928","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 014","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_015_0927","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 015","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_016_0926","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 016","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_018_0933","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 018","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_019_0924","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 019","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_020_0925","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 020","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_021_0929","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 021","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_022_0893","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 022","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_022_0916","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 022","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_023_0908","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 023","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_024_0897","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 024","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_025_0919","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 025","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_027_0891","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 027","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_028_0900","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 028","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_028_0906","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 028","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_028_0910","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 028","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_029_0902","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 029","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_031_0914","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 031","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_032_0904","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 032","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_033_0894","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 033","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_034_0917","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 034","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_035_0909","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 035","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_036_0898","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 036","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_037_0920","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 037","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_038_0907","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 038","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_039_0901","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 039","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_040_0892","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 040","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_041_0911","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 041","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_042_0903","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 042","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_044_0895","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 044","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_045_0915","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 045","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_048_0912","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 048","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_048_0918","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 048","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_049_0899","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 049","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_050_0889","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 050","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_051_0913","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 051","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_052_0877","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 052","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_054_0884","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 054","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_055_0879","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 055","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_056_0874","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 056","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_057_0868","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 057","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_057_0881","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 057","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_058_0872","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 058","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_059_0883","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 059","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_059_0888","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 059","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_60_0876","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 60","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_061_0869","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 061","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_062_0885","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 062","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_063_0878","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 063","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_064_0871","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 064","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_065_0886","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 065","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_066_0880","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio 066","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_disk_0951","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio disk","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_ff_0873","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio ff","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_ff0_0945","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio ff0","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_ff2_0875","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio ff2","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_ff3_0882","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio ff3","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_ff4_0887","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio ff4","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_title_0947","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio title","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS145_title_0949","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 145 folio title","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_xxx_0965","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio xxx","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_13x_0956","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 13x","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_110_0981","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 110","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_111_0979","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 111","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_111_0982","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 111","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_111_0983","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 111","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_113_0977","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 113","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_114_0978","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 114","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_115_0980","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 115","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
"urn:cite:fufolioimg:BotCarLawson.Lawson_John_HS242_116_0973","Herbarium Specimens collected by John Lawson in the Carolinas;  H.S. 242 folio 116","Image courtesy of the Sloane Herbarium, Mark Spencer, Curator, the Natural History Museum, London. Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License."
