SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:04_43	urn:cite2:fufolio:botcar.2017a:Michaux9801	04	43	michx-Vol04-43-21-10-03-53	Gentianaceae	Frasera foetida						Tetrandria		Monogynia	96
urn:cite2:botcar:michaux.2017a:04_44	urn:cite2:fufolio:botcar.2017a:Michaux9803	04	44	michx-Vol04-44-21-10-04-09	Gentianaceae	Swertia tennassee	Obolaria virginica					Tetrandria		Monogynia	97
urn:cite2:botcar:michaux.2017a:04_44a	urn:cite2:fufolio:botcar.2017a:Michaux9804	04	44a	michx-Vol04-44a-21-10-04-12											
urn:cite2:botcar:michaux.2017a:04_45	urn:cite2:fufolio:botcar.2017a:Michaux9802	04	45	michx-Vol04-45-21-10-04-02	Gentianaceae	Swertia corniculata		Borde de la riv. Seganey pres du Poste Chicoutoumé Canada				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_46	urn:cite2:fufolio:botcar.2017a:Michaux9805	04	46	michx-Vol04-46-21-10-04-26	Gentianaceae	Centaurella verna	Bartonia verna					Tetrandria		Monogynia	97
urn:cite2:botcar:michaux.2017a:04_47	urn:cite2:fufolio:botcar.2017a:Michaux9806	04	47	michx-Vol04-47-21-10-04-36	Gentianaceae	Centaurella paniculata	Bartonia paniculata					Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_48	urn:cite2:fufolio:botcar.2017a:Michaux9807	04	48	michx-Vol04-48-21-10-04-44	Lythraceae	Ammannia ramosior		Illinois				Tetrandria		Monogynia	99
urn:cite2:botcar:michaux.2017a:04_49	urn:cite2:fufolio:botcar.2017a:Michaux9808	04	49	michx-Vol04-49-21-10-04-54	Lythraceae	Ammannia humilis		Fayetteville et Caroline				Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_50	urn:cite2:fufolio:botcar.2017a:Michaux9809	04	50	michx-Vol04-50-21-10-05-04	Lythraceae	Ammannia latifolia						Tetrandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04_51	urn:cite2:fufolio:botcar.2017a:Michaux9810	04	51	michx-Vol04-51-21-10-05-13	Rutaceae	Ptelea		Caroline				Tetrandria		Monogynia	99
urn:cite2:botcar:michaux.2017a:04_52	urn:cite2:fufolio:botcar.2017a:Michaux9811	04	52	michx-Vol04-52-21-10-05-24	Nyctaginaceae	Allionia nyctaginea		Au dessous de la maison du Docteur White de Rochers Cumberland river				Tetrandria		Monogynia	100
urn:cite2:botcar:michaux.2017a:04_53	urn:cite2:fufolio:botcar.2017a:Michaux9812	04	53	michx-Vol04-53-21-10-05-34	Rosaceae	Sanguisorba canadensis		New York				Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_54	urn:cite2:fufolio:botcar.2017a:Michaux9813	04	54	michx-Vol04-54-21-10-05-44	Rosaceae	Sanguisorba canadensis			fl blanche			Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_55	urn:cite2:fufolio:botcar.2017a:Michaux9814	04	55	michx-Vol04-55-21-10-05-53	Rosaceae	Sanguisorba media			fl purpurines			Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_56	urn:cite2:fufolio:botcar.2017a:Michaux9815	04	56	michx-Vol04-56-21-10-06-02	Rosaceae	Sanguisorba		Quebec				Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_57	urn:cite2:fufolio:botcar.2017a:Michaux9816	04	57	michx-Vol04-57-21-10-06-12	Hamamelidaceae	Hamamelis						Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_58	urn:cite2:fufolio:botcar.2017a:Michaux9817	04	58	michx-Vol04-58-21-10-06-22	Hamamelidaceae	Hamamelis						Tetrandria		Digynia	100
urn:cite2:botcar:michaux.2017a:04_59	urn:cite2:fufolio:botcar.2017a:Michaux9818	04	59	michx-Vol04-59-21-10-06-35	Potamogetonaceae	Potamogeton perfoliatum		Lac Champlain, Rivierres qui coulent dans Mistassin				Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_60	urn:cite2:fufolio:botcar.2017a:Michaux9819	04	60	michx-Vol04-60-21-10-06-51	Potamogetonaceae	Potamogeton indet	Potamogeton tenuifolius (P. gramineus)	Riv. Mistassin	Potamogeton gramineus L., 2003 det. Rev/Z. Kaplan (are there two species on this sheet?)		Lectotypus! Potamogeton tenuifolius = P. alpinus	Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_61	urn:cite2:fufolio:botcar.2017a:Michaux9820	04	61	michx-Vol04-61-21-10-07-01	Potamogetonaceae	Potamogeton natans	Potamogeton epihydrus	Riv. Mistassin, Riv Ohio	Potamogeton natans L, 2003 Z. Kaplan		Lectotypus! Potamogeton epihydrus Raf.	Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_62	urn:cite2:fufolio:botcar.2017a:Michaux9821	04	62	michx-Vol04-62-21-10-07-10	Potamogetonaceae	Potamogeton hybridum	Potamogeton diversifolius	Hab in staguis Carolinam			Lectotypus! Potamogeton diversifolius Raf.	Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_63	urn:cite2:fufolio:botcar.2017a:Michaux9822	04	63	michx-Vol04-63-21-10-07-18	Potamogetonaceae	Potamogeton grammineum?	Potamogeton foliosus	in Carolina			Lectotypus! Potamogeton foliosus Raf.	Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_64	urn:cite2:fufolio:botcar.2017a:Michaux9823	04	64	michx-Vol04-64-21-10-07-27	Potamogetonaceae	Potamogeton marinum?	Potamogeton pectinatus (P. borealis)	Quebec			Lectotypus! Potamogeton borealis Raf. = Potamogeton pectinatus L.	Tetrandria		Tetragynia	101
urn:cite2:botcar:michaux.2017a:04_65	urn:cite2:fufolio:botcar.2017a:Michaux9824	04	65	michx-Vol04-65-21-10-07-39	Ruppiaceae	Ruppia maritima		in stagnantib Carolinae				Tetrandria		Tetragynia	102
urn:cite2:botcar:michaux.2017a:04_66	urn:cite2:fufolio:botcar.2017a:Michaux9825	04	66	michx-Vol04-66-21-10-07-46	Ruppiaceae	Ruppia maritima		Dans la riv. d'Hudson pres New York; juxta N. York legi in aquis fluvii				Tetrandria		Tetragynia	102
urn:cite2:botcar:michaux.2017a:04_Cornus	urn:cite2:fufolio:botcar.2017a:Michaux9752	04	Cornus	michx-Vol04-Cornus-notes-21-09-54-42											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9754	04	cornus	michx-Vol04-cornus-notes-3-21-09-55-03											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9753	04	cornus	michx-Vol04-cornus-notes2-21-09-54-51											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9755	04	cornus	michx-Vol04-cornus-notes4-21-09-55-10											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9756	04	cornus	michx-Vol04-cornus-notes5-21-09-55-33											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9758	04	cornus	michx-Vol04-cornus-notes7-21-09-55-56											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9759	04	cornus	michx-Vol04-cornus-notes8-21-09-56-14											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9760	04	cornus	michx-Vol04-cornus-notes9-21-09-56-21											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9761	04	cornus	michx-Vol04-cornus-notes10-21-09-56-27											
urn:cite2:botcar:michaux.2017a:04_cornus	urn:cite2:fufolio:botcar.2017a:Michaux9762	04	cornus	michx-Vol04-cornus-notes11-21-09-56-35											
urn:cite2:botcar:michaux.2017a:04_cover	urn:cite2:fufolio:botcar.2017a:Michaux9747	04	cover	michx-Vol04-cover-cornus-apocynum-91-121-21-09-53-30											
urn:cite2:botcar:michaux.2017a:04_notes6	urn:cite2:fufolio:botcar.2017a:Michaux9757	04	notes6	michx-Vol04-notes6-21-09-55-44											
urn:cite2:botcar:michaux.2017a:04b_01	urn:cite2:fufolio:botcar.2017a:Michaux9827	04b	01	michx-Vol04b-01-21-10-10-38	Rubiaceae	Chiococca racemosa		Ici se termine les Plantes des Climate froid, et des Climates chauds, de l'Amerique				Pentandria		Monogynia	103
urn:cite2:botcar:michaux.2017a:04b_02	urn:cite2:fufolio:botcar.2017a:Michaux9828	04b	02	michx-Vol04b-2-21-10-10-53	Rubiaceae	Pinckneya pubens	Pinckneya bracteata		Where are 3 and 4?			Pentandria		Monogynia	103
urn:cite2:botcar:michaux.2017a:04b_05	urn:cite2:fufolio:botcar.2017a:Michaux9829	04b	05	michx-Vol04b-5-21-10-11-11	Caprifoliaceae	Lonicera sempervirens (Caprifolium sempervirens)						Pentandria	Caprifolium	Monogynia	105
urn:cite2:botcar:michaux.2017a:04b_06	urn:cite2:fufolio:botcar.2017a:Michaux9830	04b	06	michx-Vol04b-6-21-10-11-19	Caprifoliaceae	Lonicera sempervirens						Pentandria	Caprifolium	Monogynia	105
urn:cite2:botcar:michaux.2017a:04b_07	urn:cite2:fufolio:botcar.2017a:Michaux9831	04b	07	michx-Vol04b-7-21-10-11-48	Caprifoliaceae	Lonicera gibbosa? (Caprifolium bacteosum)	Lonicera occidentalis	Lac Champlain, Maryland				Pentandria	Caprifolium	Monogynia	105
urn:cite2:botcar:michaux.2017a:04b_08	urn:cite2:fufolio:botcar.2017a:Michaux9832	04b	08	michx-Vol04b-8-21-10-11-57	Caprifoliaceae	Indet						Pentandria	Caprifolium	Monogynia	105
urn:cite2:botcar:michaux.2017a:04b_08	urn:cite2:fufolio:botcar.2017a:Michaux9833	04b	08	michx-Vol04b-8-21-10-12-10	Caprifoliaceae	Indet						Pentandria	Caprifolium	Monogynia	105
urn:cite2:botcar:michaux.2017a:04b_09	urn:cite2:fufolio:botcar.2017a:Michaux9834	04b	09	michx-Vol04b-9-21-10-12-21	Caprifoliaceae	Xylosteon tataricum		Canada; Lac Champlain				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_10	urn:cite2:fufolio:botcar.2017a:Michaux9835	04b	10	michx-Vol04b-10-21-10-12-35	Caprifoliaceae	Xylosteum villosum		Jardin du Cit. Cels ?? Fruit bleu Envoyé[?] les graines de mon voyage a la Baye d'Hudson, Lac des Cygnes; Lac des Cygnes, Mistassin et Riv. des Goelands (Chamaecerasa)				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_11	urn:cite2:fufolio:botcar.2017a:Michaux9836	04b	11	michx-Vol04b-11-21-10-12-47	Caprifoliaceae	Symphoricarpos indet.		Envoyé par M. Dalar[?]				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_12	urn:cite2:fufolio:botcar.2017a:Michaux9837	04b	12	michx-Vol04b-12-21-10-13-02	Caprifoliaceae	Symphoricarpos racemosus		hauteur des terres pres Mistassin				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_13	urn:cite2:fufolio:botcar.2017a:Michaux9838	04b	13	michx-Vol04b-13-21-10-13-17	Caprifoliaceae	Lonicera symphoricarpos/ Symphoricarpos vulgaris		in Kentucky; Etat de Cumberland et Lieux arides de Kentuckey				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_14	urn:cite2:fufolio:botcar.2017a:Michaux9839	04b	14	michx-Vol04b-14-21-10-13-27	Diervillaceae	Lonicera diervilla	Diervilla	Sur Black Mountain; Albany, Lasingsburgh, jusqu aux Lacs de la Baye d'Hudson				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_15	urn:cite2:fufolio:botcar.2017a:Michaux9840	04b	15	michx-Vol04b-15-21-10-13-37	Caprifoliaceae	Triosteum minus		Hab in Carolina Septentrional juxta Iron Works				Pentandria		Monogynia	106
urn:cite2:botcar:michaux.2017a:04b_16	urn:cite2:fufolio:botcar.2017a:Michaux9841	04b	16	michx-Vol04b-16-21-10-13-50	Campanulaceae	Campanula amplexicaulis		in Carolina				Pentandria		Monogynia	108
urn:cite2:botcar:michaux.2017a:04b_16a	urn:cite2:fufolio:botcar.2017a:Michaux9842	04b	16a	michx-Vol04b-16a-21-10-14-02	Campanulaceae	Campanula rotundifolia		Rochers etat de New York Lac Champlain; Hab in rupibus Canadae, Novae Angliae				Pentandria		Monogynia	108
urn:cite2:botcar:michaux.2017a:04b_17	urn:cite2:fufolio:botcar.2017a:Michaux9843	04b	17	michx-Vol04b-17-21-10-14-12	Campanulaceae	Campanula acuminata		hautes montagnes de Carol et Kentucky				Pentandria		Monogynia	108
urn:cite2:botcar:michaux.2017a:04b_18	urn:cite2:fufolio:botcar.2017a:Michaux9844	04b	18	michx-Vol04b-18-21-10-14-21	Campanulaceae	Campanula flexuosa		hautes Montag				Pentandria		Monogynia	108
urn:cite2:botcar:michaux.2017a:04b_19	urn:cite2:fufolio:botcar.2017a:Michaux9845	04b	19	michx-Vol04b-19-21-10-14-32	Campanulaceae	Campanula divaricata		Montag. de la Carol				Pentandria		Monogynia	108
urn:cite2:botcar:michaux.2017a:04b_20	urn:cite2:fufolio:botcar.2017a:Michaux9846	04b	20	michx-Vol04b-20-21-10-14-43	Campanulaceae	Phyteuma lanceolata									
urn:cite2:botcar:michaux.2017a:04b_21	urn:cite2:fufolio:botcar.2017a:Michaux9847	04b	21	michx-Vol04b-21-21-10-14-58	Primulaceae	Samolus valerandi		a Canada ad Carolinam				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_22	urn:cite2:fufolio:botcar.2017a:Michaux9848	04b	22	michx-Vol04b-22-21-10-15-07	Primulaceae	Lysimachia affinis (Samolus)		Sur la riv. Aïsahatcha en floride le 2 avril 1787							
urn:cite2:botcar:michaux.2017a:04b_23	urn:cite2:fufolio:botcar.2017a:Michaux9849	04b	23	michx-Vol04b-23-21-10-15-17	Grossulariaceae	Ribes recurvatum		Rivierre des Goelands vers la Baye d'Hudson	Ribes floridum			Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_24	urn:cite2:fufolio:botcar.2017a:Michaux9850	04b	24	michx-Vol04b-24-21-10-15-29	Grossulariaceae	Ribes indet		Rivierre Mistassin Canada	Ribes rubrum			Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_25	urn:cite2:fufolio:botcar.2017a:Michaux9851	04b	25	michx-Vol04b-25-21-10-15-39	Grossulariaceae	Ribes rigens		Gros fruits rouges, poileux cet arbrisseau est assez abondant sur les rivierres qui coulen aux Mistassins. Il est ebarbé de fruits a la fin d'aoust, le gout est bon mais un peu l'odeur de cassis, Rivierre Mistassin &c.				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_26	urn:cite2:fufolio:botcar.2017a:Michaux9852	04b	26	michx-Vol04b-26-21-10-15-51	Grossulariaceae	Ribes trifidum		Quebec, Jardin de Cels: Vu a la Baye d'Hudson 1792				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_27	urn:cite2:fufolio:botcar.2017a:Michaux9853	04b	27	michx-Vol04b-27-21-10-16-04	Grossulariaceae	Ribes rotundifolium		in altis montibus Carolinae, tres hautes Montag de Carolines				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_28	urn:cite2:fufolio:botcar.2017a:Michaux9854	04b	28	michx-Vol04b-28-21-10-16-13	Grossulariaceae	Ribes hirtellum		Rochers de la Rivierre Sagney				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_29	urn:cite2:fufolio:botcar.2017a:Michaux9855	04b	29	michx-Vol04b-29-21-10-16-22	Grossulariaceae	Ribes cynosbata		Rivierre St. Laurent et Sagney				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_30	urn:cite2:fufolio:botcar.2017a:Michaux9856	04b	30	michx-Vol04b-30-21-10-16-31	Grossulariaceae	Ribes oxiacanthoides						Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_31	urn:cite2:fufolio:botcar.2017a:Michaux9857	04b	31	michx-Vol04b-31-21-10-16-40	Grossulariaceae	Ribes prostratum, R. dubium, R. floridum, R. pensylvanicum, R. rubrum		S'assurer si le Ribes flordum est de ?? Envoyés d'Ameriq Rib. Jard. Cels, Hort. Parisien				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_32	urn:cite2:fufolio:botcar.2017a:Michaux9858	04b	32	michx-Vol04b-32-21-10-16-49	Grossulariaceae	Ribes gracile		in montibus Tennessee in itineer Nashville; Montagnes de Tennessee				Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_33	urn:cite2:fufolio:botcar.2017a:Michaux9859	04b	33	michx-Vol04b-33-21-10-16-59	Grossulariaceae	Ribes indet.						Pentandria		Monogynia	109
urn:cite2:botcar:michaux.2017a:04b_34	urn:cite2:fufolio:botcar.2017a:Michaux9860	04b	34	michx-Vol04b-34-21-10-17-27	Grossulariaceae	Thesium corymbulosum and T. umbellatum		Lac Champlain Pensylv haute Caroline				Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_35	urn:cite2:fufolio:botcar.2017a:Michaux9861	04b	35	michx-Vol04b-35-21-10-17-42	Caryophyllaceae	Anychia dichotoma	Paronychia canadensis					Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_36	urn:cite2:fufolio:botcar.2017a:Michaux9862	04b	36	michx-Vol04b-36-21-10-18-03	Caryophyllaceae	Anychia dichotoma	Paronychia canadensis					Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_37	urn:cite2:fufolio:botcar.2017a:Michaux9863	04b	37	michx-Vol04b-37-21-10-18-10	Caryophyllaceae	Anychia dichotoma	Paronychia canadensis	in excelsis montib. Carolinae				Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_38	urn:cite2:fufolio:botcar.2017a:Michaux9864	04b	38	michx-Vol04b-38-21-10-18-27	Caryophyllaceae	Indet A. dichotoma	Paronychia canadensis					Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_39	urn:cite2:fufolio:botcar.2017a:Michaux9865	04b	39	michx-Vol04b-39-21-10-18-37	Caryophyllaceae	Anychia herniarioides	Paronychia herniarioides	in sabulosis Carolinae				Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_40	urn:cite2:fufolio:botcar.2017a:Michaux9866	04b	40	michx-Vol04b-40-21-10-18-46	Caryophyllaceae	Anychia argyrocoma	Paronychia argyrocoma	Rochers des hautes montagnes des Carolines				Pentandria		Monogynia	112
urn:cite2:botcar:michaux.2017a:04b_41	urn:cite2:fufolio:botcar.2017a:Michaux9867	04b	41	michx-Vol04b-41-21-10-19-01	Caryophyllaceae	Glaux maritima		in inundatis fluminis St. Laurent infra Quebec				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_42	urn:cite2:fufolio:botcar.2017a:Michaux9868	04b	42	michx-Vol04b-42-21-10-19-14	Caryophyllaceae	Glaux maritima		sur la Zuideroud pres Julpha				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_43	urn:cite2:fufolio:botcar.2017a:Michaux9869	04b	43	michx-Vol04b-43-21-10-19-20	Caryophyllaceae	Glaux maritima						Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_44	urn:cite2:fufolio:botcar.2017a:Michaux9870	04b	44	michx-Vol04b-44-21-10-19-47	Apocynaceae	Asclepias syriaca		Illinois Canada N York				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_45	urn:cite2:fufolio:botcar.2017a:Michaux9871	04b	45	michx-Vol04b-45-21-10-20-07	Apocynaceae	Asclepias hybrida	Asclepias variegata	in Carolina				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_46	urn:cite2:fufolio:botcar.2017a:Michaux9872	04b	46	michx-Vol04b-46-21-10-20-16	Apocynaceae	Asclepias incarnata	CK Asclepias rubra	in Carolina				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_47	urn:cite2:fufolio:botcar.2017a:Michaux9874	04b	47	michx-Vol04b-47-21-10-20-34	Apocynaceae	Asclepias amplexicaulis	Asclepias humistrata	Georgia & Carolines				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_48	urn:cite2:fufolio:botcar.2017a:Michaux9873	04b	48	michx-Vol04b-48-21-10-20-25	Apocynaceae	Asclepias venosa & A. amplexicaulis	Asclepias humistrata	in Georgia juxta Savanah				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_49	urn:cite2:fufolio:botcar.2017a:Michaux9875	04b	49	michx-Vol04b-49-21-10-20-44	Apocynaceae	Asclepias debilis	Asclepias perennis	in umbrosis Carolinae				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_50	urn:cite2:fufolio:botcar.2017a:Michaux9876	04b	50	michx-Vol04b-50-21-10-20-54	Apocynaceae	Asclepias verticillata		Illinois				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_51	urn:cite2:fufolio:botcar.2017a:Michaux9878	04b	51	michx-Vol04b-51-21-10-21-10	Apocynaceae	Asclepias indet.	Asclepias michauxii					Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_52	urn:cite2:fufolio:botcar.2017a:Michaux9877	04b	52	michx-Vol04b-52-21-10-21-03	Apocynaceae	Asclepias longifolia		Ouest des Carolines et Illinois				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_53	urn:cite2:fufolio:botcar.2017a:Michaux9879	04b	53	michx-Vol04b-53-21-10-21-21	Apocynaceae	Asclepias tuberosa		a nova Anglia ad Carolinam				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_54	urn:cite2:fufolio:botcar.2017a:Michaux9880	04b	54	michx-Vol04b-54-21-10-21-32	Apocynaceae	Asclepias tuberosa			Asclepias fulva lutea decumbens rubra tuberosa: Toutes ces différences sount des varietés d'une seule espece			Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_55	urn:cite2:fufolio:botcar.2017a:Michaux9881	04b	55	michx-Vol04b-55-21-10-21-38	Apocynaceae	Asclepias tuberosa						Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_56	urn:cite2:fufolio:botcar.2017a:Michaux9882	04b	56	michx-Vol04b-56-21-10-21-43	Apocynaceae	Asclepias tuberosa						Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_57	urn:cite2:fufolio:botcar.2017a:Michaux9883	04b	57	michx-Vol04b-57-21-10-21-57	Apocynaceae	Asclepias laurifolia		Rivier Altamaha secus amnem Altamaha Georgia				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_58	urn:cite2:fufolio:botcar.2017a:Michaux9884	04b	58	michx-Vol04b-58-21-10-22-06	Apocynaceae	Asclepias paupercula	Asclepias lanceolata?	in herbosis Carolinae, in humidis Carolinae				Pentandria		Monogynia	114
urn:cite2:botcar:michaux.2017a:04b_59	urn:cite2:fufolio:botcar.2017a:Michaux9887	04b	59	michx-Vol04b-59-21-10-22-28	Apocynaceae	Indet						Pentandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04b_60	urn:cite2:fufolio:botcar.2017a:Michaux9888	04b	60	michx-Vol04b-60-21-10-22-37	Apocynaceae	Indet						Pentandria		Monogynia	
urn:cite2:botcar:michaux.2017a:04b_61	urn:cite2:fufolio:botcar.2017a:Michaux9886	04b	61	michx-Vol04b-61-21-10-22-23	Apocynaceae	Gonolobus laevis (Cynanchum laevis)		Illinoensis				Pentandria		Monogynia	119
urn:cite2:botcar:michaux.2017a:04b_62	urn:cite2:fufolio:botcar.2017a:Michaux9885	04b	62	michx-Vol04b-62-21-10-22-15	Apocynaceae	Gonolobus hirsutus		in sylvis Carolinae				Pentandria		Monogynia	119
urn:cite2:botcar:michaux.2017a:04b_63	urn:cite2:fufolio:botcar.2017a:Michaux9889	04b	63	michx-Vol04b-63-21-10-22-47	Apocynaceae	Cynanchum	Cynanchum scoparium?	Georgie et Floride	Cynanchum laeve						
urn:cite2:botcar:michaux.2017a:04b_64	urn:cite2:fufolio:botcar.2017a:Michaux9890	04b	64	michx-Vol04b-64-21-10-22-54	Apocynaceae	Gonolobus			Matelea pubiflora (?)			Pentandria		Monogynia	119
urn:cite2:botcar:michaux.2017a:04b_65	urn:cite2:fufolio:botcar.2017a:Michaux9891	04b	65	michx-Vol04b-65-21-10-23-01	Apocynaceae	Vinca lutea	Probably from Florida		Catesby						
urn:cite2:botcar:michaux.2017a:04b_66	urn:cite2:fufolio:botcar.2017a:Michaux9892	04b	66	michx-Vol04b-66-21-10-23-10	Apocynaceae	Gelsemium nitidum					Type: Gelsemium sempervirens (holotype de G. nitidum Michx.)	Pentandria		Monogynia	120
urn:cite2:botcar:michaux.2017a:04b_67	urn:cite2:fufolio:botcar.2017a:Michaux9893	04b	67	michx-Vol04b-67-21-10-23-16	Apocynaceae	Bignonia sempervirens									
urn:cite2:botcar:michaux.2017a:04b_68	urn:cite2:fufolio:botcar.2017a:Michaux9894	04b	68	michx-Vol04b-68-21-10-23-22	Apocynaceae	Gelsemium nitidum					Isotype: Gelsemium sempervirens (isotype de G. nitidum)	Pentandria		Monogynia	120
urn:cite2:botcar:michaux.2017a:04b_69	urn:cite2:fufolio:botcar.2017a:Michaux9895	04b	69	michx-Vol04b-69-21-10-23-38	Apocynaceae	Indet	Trachylospermum?								
